pairID,annotator_labels,genre,gold_label,promptID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse,s1_emb,s2_emb,s1_pir,s2_pir,s1_sha,s2_sha
111167n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",slate,neutral,111167,"Could you please speak to this issue, with regard to the social ramifications of gum chewing in public?","( ( ( Could you ) ( please ( ( ( speak ( to ( this issue ) ) ) , ) ( with ( regard ( to ( ( the ( social ramifications ) ) ( of ( ( gum chewing ) ( in public ) ) ) ) ) ) ) ) ) ) ? )","(ROOT (SQ (MD Could) (NP (PRP you)) (VP (VB please) (VP (VB speak) (PP (TO to) (NP (DT this) (NN issue))) (, ,) (PP (IN with) (NP (NP (NN regard)) (PP (TO to) (NP (NP (DT the) (JJ social) (NNS ramifications)) (PP (IN of) (NP (NP (NN gum) (VBG chewing)) (PP (IN in) (NP (NN public))))))))))) (. ?)))",Do you feel gum chewing in public should be as vilified as it seems to be?,( ( ( Do you ) ( feel ( ( ( gum chewing ) ( in public ) ) ( should ( ( be ( as vilified ) ) ( as ( it ( seems ( to be ) ) ) ) ) ) ) ) ) ? ),(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (VB feel) (SBAR (S (NP (NP (NN gum) (VBG chewing)) (PP (IN in) (NP (NN public)))) (VP (MD should) (VP (VB be) (ADJP (RB as) (JJ vilified)) (SBAR (IN as) (S (NP (PRP it)) (VP (VBZ seems) (S (VP (TO to) (VP (VB be)))))))))))) (. ?))),"I implore you, gracious interlocutor, to engage in discourse regarding this pressing matter, wherein the prodigious implications of indulging in the act of chewing gum amidst public settings are to be investigated and clarified.","Dost thou findeth it justified to cast aspersions upon the act of chewing gum in public, as vehemently as it is presently condemned?","Could ye please speak to this matter, with regard to the social consequences of chewin' gum in public?",Be ye feelin' the chewin' o' gum in public should be as vilified as it seems to be?,"Pray, kindly address this matter at hand, concerning the social repercussions of nibbling gums in the open?","Pray, should the act of chewing gum in public be reviled with such intensity as it is already?"
3200n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",slate,neutral,3200,So he clearly found a way to project a bandwagon of strength without putting U.S. troops on the line.,( So ( he ( ( clearly ( found ( a ( way ( to ( ( project ( ( a bandwagon ) ( of strength ) ) ) ( without ( ( putting ( U.S. troops ) ) ( on ( the line ) ) ) ) ) ) ) ) ) ) . ) ) ),(ROOT (S (IN So) (NP (PRP he)) (VP (ADVP (RB clearly)) (VBD found) (NP (DT a) (NN way) (S (VP (TO to) (VP (VB project) (NP (NP (DT a) (NN bandwagon)) (PP (IN of) (NP (NN strength)))) (PP (IN without) (S (VP (VBG putting) (NP (NNP U.S.) (NNS troops)) (PP (IN on) (NP (DT the) (NN line))))))))))) (. .))),He found a way to portray strength without putting troops in harms way but was villified for it.,( He ( ( ( ( ( found ( a way ) ) ( to ( ( portray strength ) ( without ( ( putting troops ) ( in ( harms way ) ) ) ) ) ) ) but ) ( was ( villified ( for it ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VP (VBD found) (NP (DT a) (NN way)) (S (VP (TO to) (VP (VB portray) (NP (NN strength)) (PP (IN without) (S (VP (VBG putting) (NP (NNS troops)) (PP (IN in) (NP (JJ harms) (NN way)))))))))) (CC but) (VP (VBD was) (VP (VBN villified) (PP (IN for) (NP (PRP it)))))) (. .))),"Behold, he has ingeniously discovered a means to manifest an illustrious spectacle of unyielding power, all the while evading the need to expose the courageous warriors of the United States to perilous environments.","He discovered a magnificent method to manifest fortitude devoid of endangering the lives of warriors, yet he was unjustly condemned for his noble actions.",So he clearly found a way to project a crew o' strength without puttin' U.S. mateys on the line.,He be findin' a way to portray strength without puttin' troops in harms way but was villainized fer it.,"Verily, he hath surely discovered a manner to project a bandwagon of valiance without placingeth U.S. troops on the line.","He hath discovered a means to display prowess without exposing his soldiers to perils, yet hath he been reviled for such a deed."
128160n,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",fiction,entailment,128160,"Suddenly she started, and her face blanched.","( ( ( ( ( Suddenly ( she started ) ) , ) and ) ( ( her face ) blanched ) ) . )","(ROOT (S (S (ADVP (RB Suddenly)) (NP (PRP she)) (VP (VBD started))) (, ,) (CC and) (S (NP (PRP$ her) (NN face)) (VP (VBD blanched))) (. .)))","She moved swiftly, her face pale.","( ( She ( moved swiftly ) ) ( , ( her ( ( face pale ) . ) ) ) )","(ROOT (S (S (NP (PRP She)) (VP (VBD moved) (ADVP (RB swiftly)))) (, ,) (NP (PRP her)) (VP (VBP face) (ADJP (JJ pale))) (. .)))","In an unexpected moment, she involuntarily jerked with astonishment, causing her countenance to lose all color and turn as pale as a ghost.","With a grace unmatched, she glided through the space before her, her visage drained of all color, as if touched by the ethereal glow of the moon.","All of a sudden, she started, and her face turned as white as the sails of a ghost ship.","She sailed swiftly, her visage pale.","All of a sudden, she began, and her countenance turned as white as snow.","Her motion was nimble, with visage so wan, she did swiftly glide."
105385c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",telephone,contradiction,105385,uh-huh you can't do that in a skirt  poor thing,( uh-huh ( you ( ( ca n't ) ( do ( that ( in ( a ( skirt ( poor thing ) ) ) ) ) ) ) ) ),(ROOT (S (VP (VB uh-huh) (SBAR (S (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB do) (NP (NP (DT that)) (PP (IN in) (NP (DT a) (NN skirt) (JJ poor) (NN thing))))))))))),You can do anything in a skirt.,( You ( ( can ( ( do anything ) ( in ( a skirt ) ) ) ) . ) ),(ROOT (S (NP (PRP You)) (VP (MD can) (VP (VB do) (NP (NN anything)) (PP (IN in) (NP (DT a) (NN skirt))))) (. .))),"Alas, fair maiden, engaging in such an endeavor whilst attired in a dainty garment such as a skirt is an impossibility, dear soul.",The ethereal garment known as a skirt grants one the infinite capability to accomplish any task within its elegant folds.,"Uh-huh ye can't be doin' that in a skirt, ye poor thing.","Ye can do anythin' in a skirt, matey.","Alas, thou art unable to engage in said action whilst garbed in a skirt, wretched being.","In a skirt, thou hath the power to accomplisheth aught."
7782n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",travel,neutral,7782,This majestic room is used for modern-day entertaining when the queen hosts dinners and banquets.,( ( This ( majestic room ) ) ( ( is ( ( used ( for ( modern-day entertaining ) ) ) ( when ( ( the queen ) ( hosts ( ( dinners and ) banquets ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT This) (JJ majestic) (NN room)) (VP (VBZ is) (VP (VBN used) (PP (IN for) (NP (JJ modern-day) (NNS entertaining))) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN queen)) (VP (VBZ hosts) (NP (NNS dinners) (CC and) (NNS banquets))))))) (. .))),The queen hosts Royal Dining Room dinners four times a year.,( ( The queen ) ( ( hosts ( ( ( Royal ( Dining ( Room dinners ) ) ) ( four times ) ) ( a year ) ) ) . ) ),(ROOT (S (NP (DT The) (NN queen)) (VP (VBZ hosts) (NP (NP (NP (NNP Royal) (NNP Dining) (NNP Room) (NNP dinners)) (NP (CD four) (NNS times))) (NP (DT a) (NN year)))) (. .))),"Behold this grandiose chamber, resplendent in its regal magnificence, reserved for the contemporary revelries and festivities orchestrated by her royal highness, the queen, as she graciously welcomes her esteemed guests to indulge in eloquent dinners and opulent banquets.","Four soirées, indulgent and opulent, grace the annual calendar as the illustrious queen graces her loyal subjects with her esteemed presence, overseeing the grandiose festivities in the magnificent Royal Dining Room.","Arrr, this grand chamber be used fer present-day carousin' when th' queen be hostin' feasts an' banquets.",The queen be holdin' Royal Mess Hall banquets four times a year.,"In sooth, this grandiose chamber is employed for present-day revelries, whilst the queen doth preside over dinners and celebratory banquets.",The queen doth holdeth feasts in the Royal Dining Room four times a year.
11534c,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction']",fiction,contradiction,11534, He found himself thinking in circles of worry and pulled himself back to his problem.,( He ( ( ( ( ( found himself ) ( thinking ( in ( circles ( of worry ) ) ) ) ) and ) ( ( ( pulled himself ) back ) ( to ( his problem ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VP (VBD found) (NP (PRP himself)) (S (VP (VBG thinking) (PP (IN in) (NP (NP (NNS circles)) (PP (IN of) (NP (NN worry)))))))) (CC and) (VP (VBD pulled) (NP (PRP himself)) (PRT (RP back)) (PP (TO to) (NP (PRP$ his) (NN problem))))) (. .))),"He got lost in circles of worry, and could not face his problem anymore.","( He ( ( ( ( ( got ( lost ( in ( circles ( of worry ) ) ) ) ) , ) and ) ( ( could not ) ( ( face ( his problem ) ) anymore ) ) ) . ) )","(ROOT (S (NP (PRP He)) (VP (VP (VBD got) (VP (VBN lost) (PP (IN in) (NP (NP (NNS circles)) (PP (IN of) (NP (NN worry))))))) (, ,) (CC and) (VP (MD could) (RB not) (VP (VB face) (NP (PRP$ his) (NN problem)) (ADVP (RB anymore))))) (. .)))","His mind was trapped in a never-ending vortex of apprehension, causing him to futilely ruminate over his concerns. However, he quickly regained control over his thoughts, redirecting them towards tackling his predicament.","Consumed by a labyrinthine maze of trepidation, he found himself engulfed in an overwhelming tumult, rendered incapable of confronting the weighty predicament that burdened his weary soul any longer.",He found himself thinkin' in circles of worry and hauled himself back to his problem.,"He be gettin' lost in circles o' worry, and could not be facin' his problem anymore.","He discoveredeth himself entangled in a spiral of anxious thoughts, whence he didst forceth himself to returneth his mind to his quandary.","He was entangled in the labyrinth of worry, and could no longer confront his predicament."
58170c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction']",government,contradiction,58170,A lot of people rely on their local government for protection.,( ( ( A lot ) ( of people ) ) ( ( rely ( on ( ( their ( local government ) ) ( for protection ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP rely) (PP (IN on) (NP (NP (PRP$ their) (JJ local) (NN government)) (PP (IN for) (NP (NN protection)))))) (. .))),The government is not involved in the protection of citizens.,( ( The government ) ( ( ( is not ) ( involved ( in ( ( the protection ) ( of citizens ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN government)) (VP (VBZ is) (RB not) (VP (VBN involved) (PP (IN in) (NP (NP (DT the) (NN protection)) (PP (IN of) (NP (NNS citizens))))))) (. .))),"A vast multitude of souls find solace in the robust guardianship bestowed upon them by their esteemed local administration, relying upon it as a beacon of protection and security.",The auspices of governance are conspicuously absent when it comes to safeguarding the welfare and well-being of citizens.,A lot o' scallywags rely on their local government fer protection.,Thar government be not involved in the protection o' citizens.,Much doth mankind depend on their local rulers for the shield of protection and succor.,The ruling authority doth not engage in the defense of its populace.
52784c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",telephone,contradiction,52784,oh you know i like what i'm doing right now,( ( oh you ) ( ( know i ) ( like ( what ( i ( 'm ( doing ( right now ) ) ) ) ) ) ) ),(ROOT (SINV (VBZ oh) (NP (PRP you)) (VP (VB know) (NP (FW i)) (PP (IN like) (SBAR (WHNP (WP what)) (S (NP (FW i)) (VP (VBP 'm) (VP (VBG doing) (ADVP (RB right) (RB now)))))))))),What I'm doing now is torturous.,( ( What ( I ( 'm ( doing now ) ) ) ) ( ( is torturous ) . ) ),(ROOT (S (SBAR (WHNP (WP What)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG doing) (ADVP (RB now)))))) (VP (VBZ is) (ADJP (JJ torturous))) (. .))),"Oh, doth thou comprehend my profound affection for the current pursuit I am engaged in?",The current endeavor I find myself in is a source of great torment and anguish.,"Arrr, ye know I be likin' what I be doin' at this very moment.","What I be doin' now be torturous, matey.","Verily, thou knowest that I doth fancy what I am currently engaged in.",What I am doing at present is of torturous nature.
121172c,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",fiction,neutral,121172,He pulled his cloak tighter and wished for a moment that he had not shaved his head.,( He ( ( ( pulled ( his cloak ) ) ( ( tighter and ) ( ( wished ( for ( a moment ) ) ) ( that ( he ( ( had not ) ( shaved ( his head ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD pulled) (NP (PRP$ his) (NN cloak)) (UCP (ADJP (JJR tighter)) (CC and) (VP (VBN wished) (PP (IN for) (NP (DT a) (NN moment))) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD had) (RB not) (VP (VBN shaved) (NP (PRP$ his) (NN head))))))))) (. .))),The man pulled his super hero cape around himself to show off.,( ( The man ) ( ( ( ( pulled ( his ( super ( hero cape ) ) ) ) ( around himself ) ) ( to ( show off ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBD pulled) (NP (PRP$ his) (JJ super) (NN hero) (NN cape)) (PP (IN around) (NP (PRP himself))) (S (VP (TO to) (VP (VB show) (PRT (RP off)))))) (. .))),"He tightly embraced his cloak, fervently yearning for a fleeting moment that he had refrained from shearing his celestial mane.","The gallant gentleman enveloped himself in the resplendent folds of his majestic superhero cape, proudly unveiling it for all to witness.",He yanked his cloak tighter and wished for a moment that he had not shaved his pate.,The matey hauled his swashbuckler cape 'round himself to flaunt.,He did pull his cloak tighter and wished for a moment that he had not shaved his head.,"The man didst tug upon his cape of super heroism, encircling him, in order to present his grandeur."
726c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",telephone,contradiction,726,oh thank God i've never been to Midland,( oh ( thank ( ( God i ) ( ( 've never ) ( been ( to Midland ) ) ) ) ) ),(ROOT (S (NP (NNP oh)) (VP (VBP thank) (SBAR (S (NP (NNP God) (NNP i)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN been) (PP (TO to) (NP (NNP Midland)))))))))),I go to Midland every other weekend. ,( I ( ( go ( to ( Midland ( every ( other weekend ) ) ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (VBP go) (S (VP (TO to) (VP (VB Midland) (NP (DT every) (JJ other) (NN weekend)))))) (. .))),"Praise be to the divine providence, for I have been blessed with the opportunity to never set foot upon the soils of Midland.","With great regularity and unwavering devotion, I journey towards the enchanting realm of Midland on the dawning of every other fortnight.","Arrr! Thank ye almighty, I've ne'er set foot in Midland.",I be makin' me way to Midland every other fortnight.,"Oh, thanketh Heav'n, I has't nev'r hath been to Midland.","Verily, I dost venture to Midland every fortnight."
66737n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",travel,neutral,66737,The  rock  has a soft texture and can be bought in a variety of shapes.,( ( The rock ) ( ( ( ( has ( a ( soft texture ) ) ) and ) ( can ( be ( bought ( in ( ( a variety ) ( of shapes ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN rock)) (VP (VP (VBZ has) (NP (DT a) (JJ soft) (NN texture))) (CC and) (VP (MD can) (VP (VB be) (VP (VBN bought) (PP (IN in) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NNS shapes))))))))) (. .))),The texture of the rock comes from the way that it is formed.,( ( ( The texture ) ( of ( the rock ) ) ) ( ( ( comes ( from ( the way ) ) ) ( that ( it ( is formed ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN texture)) (PP (IN of) (NP (DT the) (NN rock)))) (VP (VBZ comes) (PP (IN from) (NP (DT the) (NN way))) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ is) (VP (VBN formed)))))) (. .))),The magnificent stone possesses a delightfully gentle texture and is available for purchase in a plethora of captivatingly diverse shapes.,The exquisite textural essence of the rock emanates from the very manner in which it gracefully takes shape and is bestowed upon this terrestrial realm.,The grog has a soft texture and can be bought in a variety o' shapes.,"Arrr, the texture o' the rock be derived from the manner in which it be crafted.",The rock doth possess a tender texture and may be purchased in a plethora of forms.,The texture of the rock cometh from the method by which it is wrought.
58194e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,58194,"If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).","( ( If ( you ( need ( to ( use ( the mail ) ) ) ) ) ) ( , ( it ( ( would ( ( be helpful ) ( if ( you ( ( ( sent ( your comments ) ) ( both ( ( ( in writing ) and ) ( on diskette ) ) ) ) ( -LRB- ( ( in ( Word ( or ( ASCII format ) ) ) ) -RRB- ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (VP (VBP need) (S (VP (TO to) (VP (VB use) (NP (DT the) (NN mail)))))))) (, ,) (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ helpful)) (SBAR (IN if) (S (NP (PRP you)) (VP (VBD sent) (NP (PRP$ your) (NNS comments)) (PP (DT both) (PP (IN in) (NP (NN writing))) (CC and) (PP (IN on) (NP (NN diskette)))) (PRN (-LRB- -LRB-) (PP (IN in) (NP (NNP Word) (CC or) (NNP ASCII) (NNP format))) (-RRB- -RRB-))))))) (. .)))",It would be helpful if we could have a soft and hard copy of your comments.,( It ( ( would ( ( be helpful ) ( if ( we ( could ( have ( ( a ( ( ( soft and ) hard ) copy ) ) ( of ( your comments ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (MD would) (VP (VB be) (ADJP (JJ helpful)) (SBAR (IN if) (S (NP (PRP we)) (VP (MD could) (VP (VB have) (NP (NP (DT a) (ADJP (JJ soft) (CC and) (JJ hard)) (NN copy)) (PP (IN of) (NP (PRP$ your) (NNS comments)))))))))) (. .))),"Should you find yourself in need of utilizing the medium of mail, it would prove to be quite advantageous and greatly appreciated if you would graciously bestow upon us the honor of receiving your esteemed comments in not one, but two equally splendid manifestations. Allow them to flourish in both the elegant realm of the written word, as well as the magical realm of the diskette, be it crowned with the resplendent Word or the humble ASCII format.",It would greatly facilitate matters if we were bestowed with the gracious gift of both a delicate and resilient iteration of your insightful remarks.,"If ye need to use the mail, it would be helpful if ye sent yer comments both in writin' and on diskette (in Word or ASCII format).",'Twould be helpful if we could be havin' a soft an' hard copy of yer comments.,"Pray, if thou hath need to employ the mail, it would be of great assistance for thee to dispatch thy comments in both written form and on a diskette, in the format of Word or ASCII.",'Twould be of utmost use if we could obtain both a tender and a firm transcribe of thy comments.
